KINVENT Physio 2.17.3,Devices: ,P126936 (FW 3.016),P126695 (FW 3.016),,,,
Eyes Condition: ,Closed,,,,,,
Side: ,Left,,,,,,
Repetition:,1,,,,,,
Longitudinal Mean Cop Position (mm),-29.523,,,,,,
Lateral Mean Cop Position (mm),1.64,,,,,,
Longitudinal Standard Deviation (mm),11.074,,,,,,
Lateral Standard Deviation (mm),7.602,,,,,,
Ellipse Surface (mm²),1551.553,,,,,,
Total Displacement (mm),1921.384,,,,,,
Total Displacement AP (mm),1150.915,,,,,,
Total Displacement ML (mm),1334.034,,,,,,
Mean Velocity (mm/s),63.969,,,,,,
Mean Velocity AP (mm/s),38.318,,,,,,
Mean Velocity ML (mm/s),44.415,,,,,,
Longitudinal Amplitude (mm/s),56.335,,,,,,
Lateral Amplitude (mm/s),38.348,,,,,,
Amplitude Ratio,0.681,,,,,,
Phase Plane AP (mm),46.37,,,,,,
Phase Plane ML (mm),43.286,,,,,,
Max Distance AP (mm),56.749,,,,,,
Max Distance ML (mm),21.789,,,,,,
,Heel,Tip,,,,,
Weight Distribution (%),60.1,39.9,,,,,
,,,,,,,
,K-Plate Left,,,,,K-Plate Left,
Time (sec),CHANNEL_1,CHANNEL_2,CHANNEL_3,CHANNEL_4,,AP COP (y),ML COP (x)
23.3279,22.04046828,20.96572993,17.41012304,16.37800454,,0.5508,0.4998
23.3319,22.12497453,20.91018391,17.34929,16.41811538,,0.5511,0.4987
23.3359,22.20946322,20.85636147,17.29208001,16.45630165,,0.5514,0.4976
23.3399,22.29195606,20.80351279,17.23867022,16.49557356,,0.5516,0.4965
23.3439,22.36952609,20.75288311,17.18860631,16.534602,,0.5518,0.4955
23.3479,22.44167067,20.70557812,17.14038009,16.57142562,,0.552,0.4945
23.3519,22.50930728,20.66308296,17.09495637,16.6068488,,0.5522,0.4936
23.3559,22.57493368,20.62569084,17.05317563,16.64130138,,0.5523,0.4928
23.3599,22.64067455,20.59260556,17.01440286,16.67406467,,0.5525,0.492
23.3639,22.70570237,20.56347844,16.97929501,16.70620559,,0.5527,0.4912
23.3679,22.76829006,20.53822696,16.94673495,16.73931821,,0.5529,0.4905
23.3719,22.82827768,20.51634563,16.91328286,16.77271568,,0.5531,0.4898
23.3759,22.88516933,20.49682731,16.87739586,16.80403311,,0.5533,0.4891
23.3799,22.93819363,20.47924233,16.84060965,16.8311928,,0.5535,0.4885
23.3839,22.98895903,20.46470697,16.80558436,16.85393196,,0.5538,0.4879
23.3879,23.0383755,20.45493555,16.77459029,16.87413976,,0.554,0.4874
23.3919,23.08468131,20.44926341,16.74937688,16.89408272,,0.5543,0.487
23.3959,23.12540896,20.44519404,16.73126576,16.91338339,,0.5544,0.4866
23.4,23.15817243,20.4414766,16.72120857,16.93064632,,0.5545,0.4863
23.404,23.18211812,20.43701637,16.71907758,16.94728528,,0.5545,0.4861
23.408,23.19587548,20.43109888,16.72447825,16.96398996,,0.5544,0.486
23.412,23.19667669,20.42504586,16.7373618,16.97886448,,0.5542,0.4859
23.416,23.18446874,20.41991766,16.75712624,16.99060264,,0.554,0.486
23.42,23.16197575,20.41510614,16.78286047,16.9991544,,0.5536,0.4862
23.424,23.12965611,20.41103827,16.81452369,17.00472823,,0.5532,0.4864
23.428,23.08688301,20.40976039,16.85159602,17.00775265,,0.5528,0.4868
23.432,23.03675202,20.41190948,16.89263381,17.00945412,,0.5523,0.4872
23.436,22.98081231,20.4169965,16.93887898,17.01092094,,0.5517,0.4877
23.44,22.91714322,20.42508969,16.99319208,17.01268519,,0.5511,0.4883
23.444,22.84562094,20.43616255,17.05460364,17.01495604,,0.5504,0.4889
23.448,22.76769455,20.44998704,17.12069088,17.01599035,,0.5497,0.4897
23.452,22.68519774,20.46633504,17.19129497,17.01306199,,0.549,0.4905
23.456,22.60148313,20.48362503,17.2651923,17.00697963,,0.5482,0.4913
23.46,22.5202997,20.49932474,17.33925781,17.00175602,,0.5475,0.4921
23.464,22.44280414,20.51236792,17.41151377,16.9994156,,0.5468,0.4929
23.468,22.36870237,20.52346992,17.48126952,16.99910004,,0.546,0.4936
23.472,22.29933524,20.53411329,17.54845943,17.00082932,,0.5453,0.4943
23.476,22.23441288,20.54293523,17.61356656,17.00570266,,0.5446,0.4949
23.4799,22.17123899,20.54537104,17.67502994,17.01451684,,0.5439,0.4955
23.4839,22.1102397,20.53931632,17.72965095,17.02817703,,0.5432,0.4959
23.4879,22.05323181,20.52523637,17.77707448,17.04695273,,0.5424,0.4963
23.4919,22.00048849,20.50362818,17.82060771,17.07021947,,0.5417,0.4965
23.4959,21.95286793,20.47524988,17.86286091,17.09650967,,0.5409,0.4967
23.4999,21.91107961,20.44208847,17.90315998,17.12347308,,0.5401,0.4968
23.5039,21.87329259,20.40663892,17.94082763,17.15011616,,0.5393,0.4968
23.5079,21.83669176,20.36954697,17.97695968,17.17717393,,0.5386,0.4969
23.5119,21.80022295,20.33058134,18.01136358,17.20469531,,0.5379,0.4969
23.5159,21.76284067,20.28904159,18.04433901,17.23343127,,0.5371,0.4969
23.52,21.72340214,20.24403069,18.07841831,17.26490397,,0.5363,0.4969
23.524,21.682795,20.1978787,18.1153047,17.29797537,,0.5354,0.4969
23.528,21.6425376,20.15538308,18.15498817,17.33064064,,0.5346,0.4969
23.532,21.60250081,20.11956745,18.1973008,17.36278157,,0.5338,0.497
23.536,21.56084522,20.0910182,18.2429467,17.39441646,,0.5329,0.4971
23.54,21.51780738,20.06747309,18.29106847,17.4264841,,0.5321,0.4973
23.544,21.47603973,20.0452243,18.33893205,17.46117119,,0.5313,0.4974
23.548,21.43646692,20.02333452,18.38494696,17.4974496,,0.5305,0.4975
23.552,21.39870409,20.00210361,18.42945018,17.53211147,,0.5298,0.4977
23.556,21.36122188,19.97953889,18.47321388,17.56567662,,0.529,0.4978
23.56,21.32098348,19.95357319,18.51646614,17.60125213,,0.5282,0.4979
23.564,21.27698766,19.92447481,18.55929034,17.63866129,,0.5274,0.498
23.568,21.22811427,19.89053704,18.60415742,17.67573804,,0.5265,0.4981
23.572,21.17208574,19.84942696,18.65484886,17.71206842,,0.5255,0.4982
23.576,21.11082451,19.80492665,18.71122866,17.74720733,,0.5244,0.4984
23.58,21.04379089,19.76211648,18.77228799,17.77947998,,0.5233,0.4987
23.584,20.96581541,19.72255669,18.83873356,17.80697977,,0.5221,0.499
23.588,20.87796012,19.68628859,18.90893039,17.82871541,,0.521,0.4995
23.592,20.78420831,19.65327959,18.98102096,17.84559037,,0.5198,0.5
23.596,20.68174939,19.6270647,19.06017731,17.85696036,,0.5186,0.5007
23.5999,20.56499358,19.61189261,19.15299962,17.86048171,,0.5174,0.5016
23.6039,20.43475048,19.60610642,19.25724897,17.85702446,,0.5161,0.5027
23.6079,20.29157544,19.6072319,19.37165305,17.84753629,,0.5147,0.5039
23.6119,20.13211728,19.61679857,19.49883262,17.83009417,,0.5133,0.5054
23.6159,19.96054452,19.63617072,19.6354857,17.80456454,,0.5119,0.5071
23.6199,19.78335383,19.66633027,19.77925735,17.77291182,,0.5104,0.5089
23.6239,19.60268479,19.70901281,19.9316971,17.73492822,,0.509,0.5108
23.6279,19.42387618,19.7625333,20.08961574,17.68946282,,0.5077,0.5129
23.6319,19.25331613,19.82299459,20.24577651,17.63825159,,0.5066,0.5149
23.6359,19.09143019,19.89083436,20.39704548,17.58475746,,0.5055,0.517
23.6399,18.93668879,19.96834358,20.54568389,17.53080387,,0.5046,0.519
23.6439,18.79165311,20.05295954,20.6907542,17.47681391,,0.5037,0.521
23.6479,18.65726436,20.14154011,20.82813441,17.42168703,,0.503,0.5229
23.6519,18.53078355,20.23339118,20.95590152,17.364036,,0.5024,0.5248
23.6559,18.41213181,20.32637906,21.07311955,17.3044909,,0.502,0.5266
23.6599,18.3017245,20.41829887,21.17914348,17.24263251,,0.5016,0.5283
23.6639,18.19934459,20.50831875,21.27446222,17.17854274,,0.5014,0.53
23.6679,18.10730475,20.59627887,21.36067132,17.11489015,,0.5013,0.5315
23.6719,18.02714731,20.68088096,21.43714062,17.05295376,,0.5012,0.5329
23.6759,17.95605978,20.76010361,21.50290622,16.99071982,,0.5012,0.5342
23.68,17.8903524,20.83492204,21.56093934,16.9254691,,0.5013,0.5355
23.684,17.83040452,20.90692379,21.61260033,16.85778363,,0.5015,0.5366
23.688,17.77843077,20.97871623,21.6562605,16.78950431,,0.5017,0.5377
23.692,17.73522406,21.05429909,21.69151082,16.7214673,,0.5021,0.5388
23.696,17.7011368,21.13431809,21.71941848,16.65484014,,0.5025,0.5398
23.7,17.67671843,21.21762247,21.74070219,16.58985824,,0.5031,0.5407
23.704,17.66297569,21.30311762,21.75459099,16.52601145,,0.5038,0.5415
23.708,17.66020441,21.3894195,21.76066309,16.46435465,,0.5045,0.5422
23.712,17.66727772,21.47375017,21.75938733,16.40743927,,0.5053,0.5428
23.716,17.68233266,21.55420584,21.7496061,16.35568786,,0.5062,0.5433
23.72,17.70381697,21.6318554,21.7285633,16.30630452,,0.5071,0.5437
23.724,17.73176507,21.70475907,21.69523368,16.25910681,,0.5081,0.5439
23.728,17.76792658,21.76932464,21.64897331,16.21654239,,0.5091,0.544
23.732,17.81305826,21.82517929,21.58955762,16.17820865,,0.5102,0.544
23.736,17.86413935,21.87234953,21.52134014,16.14272312,,0.5113,0.5438
23.74,17.91940693,21.91019991,21.44656093,16.10850938,,0.5124,0.5436
23.744,17.97911174,21.93948365,21.36378098,16.07247624,,0.5136,0.5432
23.748,18.0404668,21.96209916,21.27791471,16.03407615,,0.5147,0.5428
23.752,18.09897131,21.97871278,21.19416704,15.99429278,,0.5158,0.5425
23.756,18.15013591,21.99031989,21.11250919,15.9516922,,0.5169,0.5421
23.7599,18.19178818,22.00124705,21.0351652,15.9053463,,0.5179,0.5419
23.7639,18.22477396,22.01701259,20.96550743,15.85681012,,0.5188,0.5417
23.7679,18.2508729,22.04123737,20.90362808,15.80685837,,0.5197,0.5417
23.7719,18.27204273,22.0754453,20.84852444,15.75429257,,0.5206,0.5418
23.7759,18.28928584,22.11989198,20.80158151,15.69843028,,0.5215,0.542
23.7799,18.30115666,22.17657007,20.76581538,15.63971936,,0.5224,0.5423
23.7839,18.30521277,22.24721957,20.74220728,15.5796425,,0.5233,0.5428
23.7879,18.30191846,22.3274643,20.72821118,15.52014532,,0.5241,0.5434
23.7919,18.2923453,22.41379959,20.72259286,15.46026559,,0.5249,0.5441
23.7959,18.27614811,22.50718328,20.72744548,15.3971314,,0.5256,0.5449
23.7999,18.25531657,22.60618478,20.74252761,15.33129407,,0.5263,0.5458
23.8039,18.23195113,22.7074828,20.76397896,15.26559379,,0.527,0.5468
23.8079,18.20564175,22.80869197,20.78801548,15.20058788,,0.5276,0.5478
23.8119,18.1762563,22.90778401,20.81339747,15.13634665,,0.5282,0.5488
23.8159,18.14380797,23.0020443,20.8417424,15.07488012,,0.5287,0.5498
23.8199,18.10672644,23.09168781,20.87595815,15.01533064,,0.5291,0.5508
23.8239,18.06385086,23.17975431,20.91721051,14.95535293,,0.5295,0.5519
23.8279,18.01653299,23.26644976,20.96387904,14.89778687,,0.5298,0.553
23.8319,17.96689461,23.35316907,21.014303,14.84418308,,0.53,0.5541
23.8359,17.91765451,23.44399487,21.06844177,14.79187919,,0.5302,0.5552
23.84,17.8732708,23.53922914,21.12610465,14.74065517,,0.5304,0.5563
23.844,17.83611038,23.63654474,21.18469466,14.69202363,,0.5306,0.5574
23.848,17.80512699,23.73453987,21.24249742,14.64626285,,0.5309,0.5584
23.852,17.77964344,23.83130967,21.29932709,14.60411505,,0.5312,0.5594
23.856,17.75860591,23.92353065,21.35148853,14.56907869,,0.5314,0.5603
23.86,17.73973757,24.00843029,21.39729947,14.54253095,,0.5317,0.561
23.864,17.72154097,24.08430618,21.44110719,14.52136599,,0.5318,0.5617
23.868,17.70316733,24.14941782,21.48537396,14.50372853,,0.5319,0.5623
23.872,17.68422146,24.20204531,21.52779602,14.4904406,,0.5319,0.5629
23.876,17.66560123,24.24213961,21.56541422,14.48276248,,0.5318,0.5633
23.8799,17.6490655,24.27241892,21.59672243,14.48061549,,0.5317,0.5636
23.8839,17.63557777,24.29399632,21.62038602,14.48156686,,0.5316,0.5639
23.8879,17.62468768,24.30407708,21.63429177,14.48226027,,0.5315,0.564
23.8919,17.61642192,24.30101726,21.63687094,14.48098909,,0.5315,0.5641
23.8959,17.61289588,24.28656604,21.62834704,14.47787226,,0.5314,0.564
23.8999,17.61730496,24.26201987,21.60926218,14.47598695,,0.5315,0.5638
23.9039,17.63215228,24.22806766,21.57874265,14.48046096,,0.5315,0.5635
23.9079,17.65717185,24.18703379,21.53694623,14.4925694,,0.5316,0.563
23.9119,17.69064161,24.14042857,21.48618943,14.51017311,,0.5317,0.5623
23.9159,17.73047947,24.08883309,21.42948073,14.53018535,,0.5319,0.5616
23.9199,17.77288957,24.03372503,21.37048579,14.5494908,,0.5321,0.5608
23.9239,17.81780997,23.97558828,21.30943081,14.56955701,,0.5322,0.56
23.9279,17.86895911,23.91398466,21.24369846,14.59422738,,0.5324,0.5591
23.9319,17.92719242,23.85017405,21.17389897,14.62343762,,0.5326,0.5581
23.9359,17.99160944,23.78614864,21.10214929,14.65547248,,0.5329,0.557
23.9399,18.06423233,23.72264613,21.026001,14.69129725,,0.5332,0.5559
23.9439,18.14887686,23.65995831,20.94068209,14.73287681,,0.5335,0.5546
23.9479,18.24515789,23.59821962,20.84687007,14.77954373,,0.534,0.5533
23.9519,18.35495783,23.53363489,20.74370025,14.83093648,,0.5345,0.5517
23.9559,18.48480703,23.46149702,20.62557074,14.88799493,,0.5352,0.55
23.96,18.63432313,23.38240988,20.49331566,14.94988971,,0.5359,0.548
23.964,18.8012675,23.29579627,20.3484996,15.01874786,,0.5368,0.5458
23.968,18.98536948,23.19731806,20.18909564,15.0991725,,0.5377,0.5434
23.972,19.18013166,23.08561287,20.01946132,15.18947622,,0.5386,0.5407
23.976,19.37689338,22.96373071,19.84733736,15.28239895,,0.5394,0.538
23.98,19.57344484,22.8334162,19.67375213,15.37472946,,0.5402,0.5353
23.984,19.77089591,22.69408535,19.49592267,15.46801756,,0.541,0.5324
23.988,19.96520062,22.54979874,19.31822137,15.56083093,,0.5418,0.5296
23.992,20.15157839,22.40324622,19.14587069,15.65230927,,0.5425,0.5268
23.996,20.32815976,22.25280564,18.97929719,15.74523519,,0.543,0.5241
24,20.49210672,22.10274271,18.82216951,15.83847165,,0.5435,0.5215
24.004,20.64275562,21.95900692,18.67669331,15.92763288,,0.5439,0.519
24.008,20.78145165,21.82446994,18.54238737,16.00931263,,0.5442,0.5167
24.012,20.90807679,21.70283504,18.42251286,16.0816123,,0.5445,0.5147
24.016,21.02242073,21.59852063,18.32010462,16.14535667,,0.5448,0.5129
24.02,21.12705962,21.51217907,18.23339902,16.20299144,,0.5451,0.5113
24.024,21.22639534,21.43982798,18.15828594,16.25731503,,0.5453,0.5099
24.028,21.3212658,21.37918849,18.09339616,16.30998536,,0.5456,0.5086
24.032,21.41072165,21.32990751,18.03838281,16.36150624,,0.5458,0.5075
24.036,21.49534992,21.29034243,17.99077394,16.41302462,,0.546,0.5064
24.0399,21.57390894,21.25872588,17.9476462,16.46335623,,0.5462,0.5055
24.0439,21.645818,21.2327594,17.90603311,16.50979054,,0.5464,0.5046
24.0479,21.71402876,21.20912702,17.86503856,16.55218617,,0.5466,0.5038
24.0519,21.7804257,21.18496349,17.82621016,16.59118226,,0.5468,0.503
24.0559,21.84350365,21.1584,17.7894865,16.62670676,,0.547,0.5022
24.0599,21.90163775,21.12794493,17.75210388,16.65846641,,0.5471,0.5015
24.0639,21.95616229,21.09212431,17.71170876,16.68696702,,0.5473,0.5007
24.0679,22.0090503,21.05094111,17.66869374,16.71240304,,0.5475,0.5
24.0719,22.05922002,21.00537523,17.62363074,16.73461544,,0.5476,0.4992
24.0759,22.1046026,20.95595801,17.57631979,16.7537085,,0.5478,0.4985
24.0799,22.14522436,20.90347869,17.52851682,16.76967146,,0.5479,0.4977
24.0839,22.18110198,20.84794125,17.4819873,16.7848017,,0.548,0.497
24.0879,22.21125679,20.78920038,17.43696517,16.80242091,,0.548,0.4963
24.0919,22.23462778,20.73077553,17.39455327,16.82373034,,0.548,0.4956
24.0959,22.25219513,20.67677991,17.35615134,16.84696492,,0.5479,0.495
24.0999,22.26807528,20.62775672,17.32244534,16.86991537,,0.5478,0.4944
24.1039,22.28525031,20.58493427,17.29423875,16.892393,,0.5477,0.4939
24.1079,22.30414572,20.55073939,17.27161414,16.91384342,,0.5476,0.4935
24.1119,22.32516135,20.52409182,17.2525364,16.9341273,,0.5476,0.493
24.1159,22.34954309,20.50160103,17.2353173,16.95453197,,0.5476,0.4927
24.12,22.37718102,20.48207526,17.2205683,16.97461381,,0.5476,0.4923
24.124,22.40634491,20.46581523,17.20701833,16.99233364,,0.5476,0.4919
24.128,22.43635939,20.45237993,17.19140647,17.00680519,,0.5477,0.4916
24.132,22.46791344,20.44099225,17.17243776,17.01911596,,0.5479,0.4912
24.136,22.50194794,20.4305755,17.15055253,17.03006459,,0.5481,0.4909
24.14,22.53925048,20.42008858,17.12738781,17.03967159,,0.5483,0.4905
24.144,22.57949334,20.4092782,17.10387275,17.0482701,,0.5485,0.4901
24.148,22.61860179,20.39850135,17.07915141,17.05647557,,0.5487,0.4897
24.152,22.65403891,20.39008066,17.0530614,17.06374448,,0.549,0.4894
24.156,22.68944731,20.38717231,17.02684917,17.06833806,,0.5493,0.489
24.16,22.72601838,20.38959238,17.00189544,17.07088577,,0.5496,0.4887
24.164,22.76011859,20.39589756,16.97944458,17.07207718,,0.5499,0.4885
24.168,22.78892731,20.40555296,16.96112357,17.07020867,,0.5502,0.4883
24.172,22.81203134,20.41695016,16.94792334,17.06539494,,0.5505,0.4882
24.176,22.82960885,20.42916741,16.94004011,17.05957151,,0.5507,0.4882
24.18,22.84054869,20.44333255,16.93832504,17.05300729,,0.5509,0.4883
24.184,22.8431465,20.45894068,16.94403427,17.04489377,,0.551,0.4884
24.188,22.83518393,20.47457246,16.95744838,17.03471057,,0.551,0.4886
24.192,22.8111562,20.49115301,16.98000614,17.02059312,,0.5509,0.489
24.196,22.76524656,20.50990705,17.01448197,17.00011773,,0.5507,0.4895
24.1999,22.69842922,20.53117101,17.06017759,16.97432857,,0.5504,0.4903
24.2039,22.61199433,20.55585194,17.11700412,16.94526764,,0.5499,0.4912
24.2079,22.50463183,20.58562977,17.18808676,16.91216449,,0.5493,0.4923
24.2119,22.3806004,20.62185771,17.27274533,16.87435804,,0.5486,0.4936
24.2159,22.24298045,20.66688487,17.36982233,16.83170684,,0.5478,0.4951
24.2199,22.09057219,20.72396898,17.48057657,16.78463339,,0.547,0.4969
24.2239,21.92751877,20.79230148,17.60311048,16.7359866,,0.546,0.4987
24.2279,21.75667583,20.87103751,17.73739807,16.68570541,,0.5451,0.5008
24.2319,21.57708836,20.96212801,17.88494259,16.63136643,,0.5441,0.503
24.2359,21.39468442,21.06202457,18.04157399,16.57555492,,0.5431,0.5053
24.24,21.21775143,21.16277507,18.20182959,16.52188757,,0.542,0.5076
24.244,21.04492552,21.26094118,18.36450849,16.4692183,,0.541,0.5099
24.248,20.86972844,21.3577152,18.5315643,16.41464333,,0.5399,0.5122
24.252,20.6928645,21.45166328,18.70169592,16.35893198,,0.5388,0.5145
24.256,20.51510826,21.54260947,18.87388914,16.30456121,,0.5377,0.5168
24.26,20.33349754,21.63371666,19.05004373,16.2515603,,0.5365,0.5192
24.264,20.15158481,21.72257901,19.22672355,16.19971039,,0.5353,0.5215
24.268,19.97341943,21.80699442,19.400424,16.14835686,,0.5341,0.5238
24.272,19.7984126,21.89026889,19.57170056,16.09672102,,0.533,0.526
24.276,19.62976893,21.97407932,19.73757288,16.04608678,,0.5318,0.5282
24.28,19.47291077,22.05737333,19.89267557,15.99635729,,0.5309,0.5302
24.284,19.32763006,22.14086454,20.03634861,15.94564784,,0.53,0.5322
24.288,19.19155576,22.22601933,20.17164875,15.89377056,,0.5292,0.5341
24.292,19.0662898,22.309933,20.29886034,15.84293639,,0.5286,0.5359
24.296,18.95057364,22.3888214,20.41787994,15.79540062,,0.528,0.5375
24.3,18.83934021,22.46205961,20.53103692,15.7505768,,0.5274,0.5391
24.304,18.73317267,22.53051776,20.63765488,15.70755679,,0.5268,0.5406
24.308,18.63454261,22.59473924,20.73615376,15.66782767,,0.5263,0.542
24.312,18.54255741,22.65342195,20.82771536,15.63236278,,0.5258,0.5433
24.316,18.45732191,22.70512073,20.91189247,15.59990135,,0.5254,0.5445
24.3199,18.38060403,22.74904578,20.98634523,15.56972509,,0.5249,0.5455
24.3239,18.3123922,22.78438775,21.05042439,15.54363307,,0.5245,0.5464
24.3279,18.25061787,22.81226667,21.10435541,15.52290421,,0.5242,0.5472
24.3319,18.19496915,22.83634863,21.14785539,15.50673298,,0.5239,0.5478
24.3359,18.14804973,22.85778858,21.18121789,15.49362314,,0.5236,0.5484
24.3399,18.11237525,22.87555999,21.20535464,15.48084012,,0.5234,0.5488
24.3439,18.08882279,22.89123946,21.22060745,15.46551532,,0.5234,0.5491
24.3479,18.07735632,22.9063933,21.22488649,15.44678628,,0.5235,0.5493
24.3519,18.07912566,22.92013369,21.21549942,15.42678426,,0.5238,0.5495
24.3559,18.09411621,22.93008171,21.19306053,15.40869897,,0.5241,0.5494
24.3599,18.11770244,22.93441132,21.15957194,15.39361505,,0.5245,0.5493
24.3639,18.147914,22.93203233,21.11487296,15.3818191,,0.525,0.549
24.3679,18.18668307,22.9226997,21.0586197,15.37410319,,0.5255,0.5485
24.3719,18.23144324,22.90844336,20.99434131,15.36977764,,0.5261,0.548
24.3759,18.27909044,22.88996643,20.92561372,15.36673115,,0.5267,0.5474
24.3799,18.32908531,22.86611693,20.8532474,15.36351319,,0.5272,0.5468
24.3839,18.37868884,22.83886859,20.7793943,15.35992378,,0.5278,0.5461
24.3879,18.42502355,22.81091115,20.70594246,15.35559159,,0.5283,0.5455
24.3919,18.46820709,22.78213501,20.63410853,15.34831861,,0.5289,0.5449
24.3959,18.50952516,22.7542525,20.56720209,15.33670993,,0.5294,0.5444
24.4,18.54895813,22.73143206,20.50494643,15.32192342,,0.5299,0.5439
24.404,18.5854581,22.71640311,20.44399468,15.30444066,,0.5305,0.5435
24.408,18.6186673,22.71045801,20.385897,15.28376621,,0.5311,0.5431
24.412,18.64889131,22.71371037,20.33391888,15.26023465,,0.5317,0.5429
24.416,18.67830348,22.7242682,20.28678707,15.23572793,,0.5324,0.5427
24.42,18.71051056,22.73969556,20.24122579,15.21361381,,0.533,0.5425
24.424,18.74658116,22.75938087,20.19748523,15.19557431,,0.5337,0.5423
24.428,18.78515935,22.78355735,20.15699835,15.17963953,,0.5343,0.5422
24.432,18.82465303,22.81109751,20.11859461,15.16390555,,0.535,0.542
24.436,18.86427394,22.83975624,20.08112125,15.14923745,,0.5356,0.5418
24.44,18.90507091,22.86843732,20.04370871,15.13633294,,0.5363,0.5416
24.444,18.94801664,22.8974611,20.00458599,15.12423392,,0.5369,0.5414
24.448,18.9923057,22.9267281,19.96341818,15.11204244,,0.5376,0.5412
24.452,19.03732686,22.95649693,19.92231891,15.09973228,,0.5383,0.541
24.456,19.08332731,22.98771505,19.88250098,15.0877358,,0.539,0.5408
24.46,19.13091991,23.02019777,19.8429831,15.07578614,,0.5397,0.5406
24.464,19.18008958,23.05237895,19.8030551,15.06292023,,0.5405,0.5404
24.468,19.22970458,23.08374063,19.76214836,15.04917236,,0.5412,0.5401
24.472,19.27956652,23.11561165,19.71984855,15.03648691,,0.5419,0.5399
24.476,19.33024405,23.14794555,19.67650242,15.026528,,0.5427,0.5396
24.4799,19.38487437,23.17957707,19.6313645,15.01863574,,0.5434,0.5393
24.4839,19.44865131,23.21054369,19.58297659,15.01221598,,0.5442,0.539
24.4879,19.52118972,23.23940245,19.53138503,15.00818204,,0.545,0.5385
24.4919,19.59730846,23.26186186,19.47672215,15.00681481,,0.5459,0.538
24.4959,19.67680013,23.27629082,19.41681455,15.00819263,,0.5467,0.5374
24.4999,19.76411877,23.28570255,19.34933013,15.01376554,,0.5475,0.5367
24.5039,19.85962601,23.29190978,19.27472245,15.02438555,,0.5484,0.5358
24.5079,19.96415531,23.29340243,19.19264215,15.03869746,,0.5493,0.5349
24.5119,20.08008846,23.2873499,19.10110006,15.05536728,,0.5503,0.5338
24.5159,20.20253225,23.27139354,19.00162787,15.07413386,,0.5513,0.5326
24.52,20.32777742,23.24386366,18.8959924,15.09356967,,0.5523,0.5313
24.524,20.45658851,23.20504226,18.78422333,15.1119264,,0.5533,0.5299
24.528,20.58424099,23.15932116,18.66986679,15.12954765,,0.5543,0.5285
24.532,20.70470297,23.11124391,18.55748959,15.14824948,,0.5552,0.5271
24.536,20.81753773,23.06074433,18.44768476,15.16884518,,0.5561,0.5257
24.54,20.92522063,23.00589269,18.34004801,15.18924994,,0.5569,0.5244
24.544,21.02917431,22.94857648,18.23567642,15.20779437,,0.5576,0.5231
24.548,21.13014652,22.89387168,18.1346175,15.22462716,,0.5584,0.5218
24.552,21.2296489,22.84585149,18.03691163,15.24053334,,0.5591,0.5206
